rcn,code,title,language
665385,FCH-01.7-2014,Large scale demonstration of refuelling infrastructure for road vehicles,en
665282,INNOSUP,INNOSUP,en
665455,MSCA-IF-2015-GF,Marie SkÅodowska-Curie Individual Fellowships (IF-GF),en
665239,BIOTEC-3-2014,Widening industrial application of enzymatic processes,en
665127,DS-02-2014,Access Control,en
665115,BES-04-2015,Maritime Border Security topic 4: Detection of low flying aircraft at near shore air space,en
664775,ISIB-05-2014,Renewable oil crops as a source of bio-based products,en
664789,ICT-04-2015,Customised and low power computing,en
664754,BG-03-2014,Novel marine derived biomolecules and industrial biomaterials,en
664732,SFS-05-2015,"Strategies for crop productivity, stability and quality",en
664609,MSCA-IF-2014-GF,Marie SkÅodowska-Curie Individual Fellowships (IF-GF),en
664954,EURO-1-2014,Resilient and sustainable economic and monetary union in Europe,en
664570,WATER-4b-2015,"Water management solutions for agricultural sector, thematic networks",en
664545,MSCA-ITN-2014-ETN,Marie SkÅodowska-Curie Innovative Training Networks (ITN-ETN),en
664547,MSCA-RISE-2014,Marie SkÅodowska-Curie Research and Innovation Staff Exchange (RISE),en
664605,WIDESPREAD-3-2014,Transnational network of national contact points (NCP),en
664592,SC5-15-2015,Strengthening the European Research Area in the domain of Earth Observation,en
664548,MSCA-COFUND-2014-DP,"Marie SkÅodowska-Curie Co-funding of regional, national and international programmes (COFUND-DP)",en
664771,ISIB-02-2015,Closing the research and innovation divide: the crucial role of innovation support services and knowledge exchange,en
664573,SC5-01-2014,Advanced Earth-system models,en
665068,SPIRE-07-2015,Recovery technologies for metals and other minerals,en
665059,EeB-06-2015,Integrated solutions of thermal energy storage for building applications,en
664779,ISIB-09-2014,"Supporting National Contact Points for Horizon 2020 Societal Challenge 2 on âFood Security, Sustainable Agriculture, Marine and Maritime Research and the Bioeconomyâ and the Key Enabling Technology (KET) âBiotechnologyâ",en
664710,EE-18-2015,"New technologies for utilization of heat recovery in large industrial systems, considering the whole energy cycle from heat production to transformation, delivery and end use",en
664718,SC5-11d-2015,New sustainable exploration technologies and geomodels,en
664639,GALILEO-3-2015,Releasing the potential of EGNSS applications through international cooperation,en
664554,MSCA-COFUND-2015-DP,"Marie SkÅodowska-Curie Co-funding of regional, national and international programmes (COFUND-DP)",en
664808,ICT-23-2014,Robotics,en
665188,PHC-17-2014,Comparing the effectiveness of existing healthcare interventions in the elderly,en
665186,PHC-15-2015,Clinical research on regenerative medicine,en
665180,PHC-11-2015,Development of new diagnostic tools and technologies: in vivo medical imaging technologies,en
664967,REFLECTIVE-3-2015,"European cohesion, regional and urban policies and the perceptions of Europe",en
665179,PHC-10-2014,"Development of new diagnostic tools and technologies: in vitro devices, assays and platforms",en
665066,SPIRE-05-2015,New adaptable catalytic reactor methodologies for Process Intensification,en
665054,EeB-01-2014,Materials for building envelope,en
664948,NFRP-10-2015,Education and training (Bologna and Copenhagen processes),en
665032,NMP-32-2015,Societal engagement on responsible nanotechnology,en
665002,NMP-02-2015,Integration of novel nano materials into existing production lines,en
704392,INFRAEOSC-02-2019,Prototyping new innovative services,en
704126,SU-ICT-03-2018,Establishing and operating a pilot for a Cybersecurity Competence Network to develop and implement a common Cybersecurity Research & Innovation Roadmap,en
704131,IMI2-2018-14-01,Targeted immune intervention for the management of non-response and relapse,en
704241,SESAR-IR-VLD-WAVE2-06-2019,PJ.07 W2 Optimised airspace users operations,en
704244,SESAR-IR-VLD-WAVE2-09-2019,PJ.18 W2 4D skyways,en
704136,IBA-SC5-PRESIDENCY-RO-2018,"Presidency event (conference): 'Sustainable development at the Black Sea' â Romania, first half of 2019",en
703939,INNOSUP-05-2018-2020,Peer learning of innovation agencies,en
703423,JTI-CS2-2017-CfP07-LPA-01-46,Intelligent Power Module,en
703845,GOVERNANCE-08-2018,Partnering for viability assessments of innovative solutions for markets outside Europe,en
703128,CE-SC5-06-2018,New technologies for the enhanced recovery of by-products,en
703961,SPACE-15-TEC-2018,Satellite communication technologies,en
703198,INFRAEDI-02-2018,HPC PPP - Centres of Excellence on HPC,en
703136,SU-TDS-02-2018,Toolkit for assessing and reducing cyber risks in hospitals and care centres to protect privacy/data/infrastructures,en
703890,DT-ICT-07-2018-2019,Digital Manufacturing Platforms for Connected Smart Factories,en
703856,DT-RUR-12-2018,ICT Innovation for agriculture â Digital Innovation Hubs for Agriculture,en
703847,GOVERNANCE-04-2019,Enhancing social rights and EU citizenship,en
703153,LC-CLA-03-2018,Climate change impacts in Europe,en
703689,IBA-SC2-Bioeconomy-2018,Bioeconomy Presidency Conference,en
703799,SC1-BHC-18-2018,Translational collaborative cancer research between Europe and the Community of Latin American and Caribbean States (CELAC),en
703965,DT-SPACE-01-EO-2018-2020,Copernicus market uptake,en
703837,DT-MIGRATION-06-2018-2019,Addressing the challenge of migrant integration through ICT-enabled solutions,en
703263,LC-SC3-EC-2-2018-2019-2020,Mitigating household energy poverty,en
703264,LC-SC3-ES-1-2019,Flexibility and retail market options for the distribution grid,en
702770,BBI.2017.D2,Integrated multi-valorisation of algae into advanced materials and high added-value additives,en
703173,INFRADEV-03-2018-2019,Individual support to ESFRI and other world-class research infrastructures,en
703905,LC-SPACE-14-TEC-2018-2019,Earth observation technologies,en
703528,IMI2-2018-14-02,Non-invasive clinical molecular imaging of immune cells,en
703876,ECSEL-2018-2-RIA-Special-Topic,H2020-ECSEL-2018-2-RIA-Special-Topic,en
703782,MG-2-2-2018,Marine Accident Response,en
703777,ICT-29-2018,A multilingual Next Generation Internet,en
703906,ICT-04-2018,"Photonics based manufacturing, access to photonics, datacom photonics and connected lighting",en
703070,SC1-BHC-04-2018,Rare Disease European Joint Programme Cofund,en
702802,ERC-2018-SyG,ERC Synergy Grant,en
702000,LCE-20-2016-2017,Enabling pre-commercial production of advanced aviation biofuel,en
702379,SESAR-VLD1-03-2016,Network collaborative Management,en
703092,SC1-HCO-09-2018,Building international efforts on population and patient cohorts,en
701955,SC5-04-2017,Towards a robust and comprehensive greenhouse gas verification system,en
701957,SC5-08-2017,Large-scale demonstrators on nature-based solutions for hydro-meteorological risk reduction,en
702093,SFS-27-2017,Permanent grassland â farming systems and policies,en
702459,JTI-CS2-2017-CFP06-ENG-03-16,Development of non-intrusive engine emissions instrumentation capability,en
702020,EE-02-2017,Improving the performance of inefficient district heating networks,en
702864,SFS-16-2018,Towards healthier and sustainable food,en
703011,ICT-26-2018-2020,Artificial Intelligence,en
701841,DS-07-2017,Cybersecurity PPP: Addressing Advanced Cyber Security Threats and Threat Actors,en
702907,LC-NMBP-30-2018,Materials for future highly performant electrified vehicle batteries (RIA),en
701997,LCE-16-2017,2nd Generation of design tools for ocean energy devices and arrays development and deployment,en
702778,BBI.2017.R4,Proteins and other bioactive ingredients from side streams and residues,en
702777,BBI.2017.R3,Exploiting extremophiles and extremozymes to broaden the processing conditions to convert biomass into high-value building blocks,en
702946,LC-EEB-02-2018,Building information modelling adapted to efficient renovation (RIA),en
703005,LC-MG-1-3-2018,Harnessing and understanding the impacts of changes in urban mobility on policy making by city-led innovation for sustainable urban mobility,en
702976,ICT-01-2019,Computing technologies and engineering methods for cyber-physical systems of systems,en
702931,CE-SPIRE-02-2018,Processing of material feedstock using non-conventional energy sources (IA),en
702922,DT-FOF-05-2019,Open Innovation for collaborative production engineering (IA),en
702429,ECSEL-2017-2,RIA,en
702069,BB-02-2017,Towards a method for the collection of statistical data on bio-based industries and bio-based products,en
702356,IMI2-2016-10-04,Creation of a pan-European Paediatric Clinical Trials Network,en
702387,SESAR-VLD1-01-2016,Arrival Management Extended to En-route airspace,en
702100,SFS-30-2017,"Closing loops at farm and regional levels to mitigate GHG emissions and environmental contamination - focus on carbon, nitrogen and phosphorus cycling in agro-ecosystems",en
702920,DT-FOF-04-2018,Pilot lines for metal Additive Manufacturing (IA 50%),en
702994,ICT-20-2019-2020,5G Long Term Evolution,en
702911,DT-FOF-02-2018,Effective Industrial Human-Robot Collaboration (RIA),en
702896,NMBP-13-2018,Risk Governance of nanotechnology (RIA),en
701884,CULT-COOP-02-2017,Improving mutual understanding among Europeans by working through troubled pasts,en
702936,CE-SPIRE-10-2018,Efficient recycling processes for plastic containing materials (IA),en
702917,DT-NMBP-02-2018,Open Innovation Test Beds for Safety Testing of Medical Technologies for Health (IA),en
702929,BIOTEC-03-2018,Synthetic biology to expand diversity of nature's chemical production (RIA),en
701918,MG-7-1-2017,Resilience to extreme (natural and man-made) events,en
702873,SFS-29-2018,Innovations in plant variety testing,en
702892,DT-NMBP-07-2018,Open Innovation Test Beds for Characterisation (IA),en
702865,LC-SFS-17-2019,Alternative proteins for food and feed,en
702846,RUR-09-2018,Realising the potential of regional and local bio-based economies,en
702908,NMBP-33-2018,Innovative and affordable solutions for the preventive conservation of cultural heritage (IA),en
702903,CE-NMBP-24-2018,Catalytic transformation of hydrocarbons (RIA),en
702832,CE-BG-06-2019,Sustainable solutions for bio-based plastics on land and sea,en
702054,BG-07-2017,Blue green innovation for clean coasts and seas,en
702012,EE-12-2017,Integration of Demand Response in Energy Management Systems while ensuring interoperability through Public Private Partnership (EeB PPP),en
701976,BG-11-2017,"The effect of climate change on Arctic permafrost and its socio-economic impact, with a focus on coastal areas",en
702077,SFS-35-2017,Innovative solutions for sustainable food packaging,en
702223,IMI2-2016-09-05,IDENTIFICATION AND VALIDATION OF BIOMARKERS FOR NON-ALCOHOLIC STEATOHEPATITIS (NASH) AND ACROSS THE SPECTRUM OF NON-ALCOHOLIC FATTY LIVER DISEASE (NAFLD),en
702051,BG-08-2017,Innovative sustainable solutions for improving the safety and dietary properties of seafood,en
700666,SESAR.IR-VLD.Wave1-14-2015,Separation Management En-Route and TMA,en
700628,SESAR.IR-VLD.Wave1-02-2015,Master Plan Maintenance,en
700320,SC1-PM-18-2016,Big Data supporting Public Health policies,en
702316,EO-3-2017,Preparation for a European capacity to monitor CO2 anthropogenic emissions,en
701940,GV-08-2017,Electrified urban commercial vehicles integration with fast charging infrastructure,en
702035,IoT-03-2017,R&I on IoT integration and platforms,en
701949,EINFRA-12-2017,Data and Distributed Computing e-infrastructures for Open Science,en
702011,LCE-05-2017,Tools and technologies for coordination and integration of the European energy system,en
701894,ICT-20-2017,Tools for smart digital content in the creative industries,en
701983,EE-25-2016,Development and roll-out of innovative energy efficiency services,en
701826,CIRC-02-2016-2017,Water in the context of the circular economy,en
701815,COMPET-5-2017,Space Weather,en
701761,GALILEO-1-2017,EGNSS Transport applications,en
702428,IMI2-2015-05-05,Evolving models of patient engagement and access for earlier identification of Alzheimerâs disease: Phased expansion study,en
701794,SEC-21-GM-2016-2017,Pan European Networks of practitioners and other actors in the field of security,en
